playerID,yearID:int,votedBy,ballots:int,needed:int,votes:int,inducted,category,needed_note 
"keefeti01",1936,"Veterans",78,59,1,"N","Player","0"
"kilroma01",1936,"Veterans",78,59,1,"N","Player","0"
"lathaar01",1936,"Veterans",78,59,1,"N","Player","0"
"lowebo01",1936,"Veterans",78,59,1,"N","Player","0"
"mcaleji01",1936,"Veterans",78,59,1,"N","Player","0"
"mccarto01",1936,"Veterans",78,59,1,"N","Player","0"
"mcveyca01",1936,"Veterans",78,59,1,"N","Player","0"
"paborch01",1936,"Veterans",78,59,1,"N","Player","0"
"pikeli01",1936,"Veterans",78,59,1,"N","Player","0"
"remseja01",1936,"Veterans",78,59,1,"N","Player","0"
"richaha01",1936,"Veterans",78,59,1,"N","Player","0"
"tennefr02",1936,"Veterans",78,59,1,"N","Player","0"
"vanhage01",1936,"Veterans",78,59,1,"N","Player","0"
"wallabo01",1936,"Veterans",78,59,1,"N","Player","0"
"whitede01",1936,"Veterans",78,59,1,"N","Player","0"
"bakerfr01",1936,"BBWAA",226,170,1,"N","Player","0"
"bradlbi01",1936,"BBWAA",226,170,1,"N","Player","0"
"clarkfr01",1936,"BBWAA",226,170,1,"N","Player","0"
"crawfsa01",1936,"BBWAA",226,170,1,"N","Player","0"
"elberki01",1936,"BBWAA",226,170,1,"N","Player","0"
"mackco01",1936,"BBWAA",226,170,1,"N","Player","0"
"marquru01",1936,"BBWAA",226,170,1,"N","Player","0"
"ruckena01",1936,"BBWAA",226,170,1,"N","Player","0"
"vanceda01",1936,"BBWAA",226,170,1,"N","Player","0"
"cummica01",1936,"Veterans",78,59,0,"N","Player","0"
"flintsi01",1936,"Veterans",78,59,0,"N","Player","0"
"richmle01",1936,"Veterans",78,59,0,"N","Player","0"
"gehrich01",1936,"BBWAA",226,170,0,"N","Player","0"
"hartnga01",1936,"BBWAA",226,170,0,"N","Player","0"
"sullibi03",1936,"BBWAA",226,170,0,"N","Player","0"
"lajoina01",1937,"BBWAA",201,151,168,"Y","Player","0"
"speaktr01",1937,"BBWAA",201,151,165,"Y","Player","0"
"youngcy01",1937,"BBWAA",201,151,153,"Y","Player","0"
"alexape01",1937,"BBWAA",201,151,125,"N","Player","0"
"collied01",1937,"BBWAA",201,151,115,"N","Player","0"
"keelewi01",1937,"BBWAA",201,151,115,"N","Player","0"
"sislege01",1937,"BBWAA",201,151,106,"N","Player","0"
"delahed01",1937,"BBWAA",201,151,70,"N","Player","0"
"wadderu01",1937,"BBWAA",201,151,67,"N","Player","0"
"colliji01",1937,"BBWAA",201,151,66,"N","Player","0"
"walshed01",1937,"BBWAA",201,151,56,"N","Player","0"
"hornsro01",1937,"BBWAA",201,151,53,"N","Player","0"
"chancfr01",1937,"BBWAA",201,151,49,"N","Player","0"
"eversjo01",1937,"BBWAA",201,151,44,"N","Player","0"
"bresnro01",1937,"BBWAA",201,151,43,"N","Player","0"
"brownmo01",1937,"BBWAA",201,151,31,"N","Player","0"
"maranra01",1937,"BBWAA",201,151,25,"N","Player","0"
"schalra01",1937,"BBWAA",201,151,24,"N","Player","0"
"planked01",1937,"BBWAA",201,151,23,"N","Player","0"
"clarkfr01",1937,"BBWAA",201,151,22,"N","Player","0"
"klingjo01",1937,"BBWAA",201,151,20,"N","Player","0"
"chaseha01",1937,"BBWAA",201,151,18,"N","Player","0"
"bendech01",1937,"BBWAA",201,151,17,"N","Player","0"
"crigelo01",1937,"BBWAA",201,151,16,"N","Player","0"
"youngro01",1937,"BBWAA",201,151,16,"N","Player","0"
"pennohe01",1937,"BBWAA",201,151,15,"N","Player","0"
"tinkejo01",1937,"BBWAA",201,151,15,"N","Player","0"
"bakerfr01",1937,"BBWAA",201,151,13,"N","Player","0"
"marquru01",1937,"BBWAA",201,151,13,"N","Player","0"
"woodjo02",1937,"BBWAA",201,151,13,"N","Player","0"
"mcginjo01",1937,"BBWAA",201,151,12,"N","Player","0"
"jossad01",1937,"BBWAA",201,151,11,"N","Player","0"
"ruckena01",1937,"BBWAA",201,151,11,"N","Player","0"
"heilmha01",1937,"BBWAA",201,151,10,"N","Player","0"
"roushed01",1937,"BBWAA",201,151,10,"N","Player","0"
"vanceda01",1937,"BBWAA",201,151,10,"N","Player","0"
"adamsba01",1937,"BBWAA",201,151,8,"N","Player","0"
"duffyhu01",1937,"BBWAA",201,151,7,"N","Player","0"
"archeji01",1937,"BBWAA",201,151,6,"N","Player","0"
"careyma01",1937,"BBWAA",201,151,6,"N","Player","0"
"donlimi01",1937,"BBWAA",201,151,6,"N","Player","0"
"hoopeha01",1937,"BBWAA",201,151,6,"N","Player","0"
"bradlbi01",1937,"BBWAA",201,151,5,"N","Player","0"
"carribi02",1937,"BBWAA",201,151,5,"N","Player","0"
"crawfsa01",1937,"BBWAA",201,151,5,"N","Player","0"
"huggimi01",1937,"BBWAA",201,151,5,"N","Manager","0"
"mcgrajo01",1937,"BBWAA",201,151,5,"N","Manager","0"
"robinwi01",1937,"BBWAA",201,151,5,"N","Manager","0"
"tennefr02",1937,"BBWAA",201,151,5,"N","Player","0"
"wheatza01",1937,"BBWAA",201,151,5,"N","Player","0"
"combsea01",1937,"BBWAA",201,151,4,"N","Player","0"
"griffcl01",1937,"BBWAA",201,151,4,"N","Pioneer/Executive","0"
"jennihu01",1937,"BBWAA",201,151,4,"N","Player","0"
"altroni01",1937,"BBWAA",201,151,3,"N","Player","0"
"bancrda01",1937,"BBWAA",201,151,3,"N","Player","0"
"burnsge01",1937,"BBWAA",201,151,3,"N","Player","0"
"donovbi01",1937,"BBWAA",201,151,3,"N","Player","0"
"faberre01",1937,"BBWAA",201,151,3,"N","Player","0"
"lewisdu01",1937,"BBWAA",201,151,3,"N","Player","0"
"nehfar01",1937,"BBWAA",201,151,3,"N","Player","0"
"peckiro01",1937,"BBWAA",201,151,3,"N","Player","0"
"bergema01",1937,"BBWAA",201,151,2,"N","Player","0"
"bodiepi01",1937,"BBWAA",201,151,2,"N","Player","0"
"coombja01",1937,"BBWAA",201,151,2,"N","Player","0"
"cravaga01",1937,"BBWAA",201,151,2,"N","Player","0"
"daubeja01",1937,"BBWAA",201,151,2,"N","Player","0"
"doylela01",1937,"BBWAA",201,151,2,"N","Player","0"
"fletcar01",1937,"BBWAA",201,151,2,"N","Player","0"
"gowdyha01",1937,"BBWAA",201,151,2,"N","Player","0"
"loberha01",1937,"BBWAA",201,151,2,"N","Player","0"
"mageesh01",1937,"BBWAA",201,151,2,"N","Player","0"
"schreos01",1937,"BBWAA",201,151,2,"N","Player","0"
"scottev01",1937,"BBWAA",201,151,2,"N","Player","0"
"breitte01",1937,"BBWAA",201,151,1,"N","Player","0"
"burkeje01",1937,"BBWAA",201,151,1,"N","Player","0"
"bushdo01",1937,"BBWAA",201,151,1,"N","Player","0"
"chesbja01",1937,"BBWAA",201,151,1,"N","Player","0"
"cissebi01",1937,"BBWAA",201,151,1,"N","Player","0"
"collish01",1937,"BBWAA",201,151,1,"N","Player","0"
"dooinre01",1937,"BBWAA",201,151,1,"N","Player","0"
"duganjo01",1937,"BBWAA",201,151,1,"N","Player","0"
"elberki01",1937,"BBWAA",201,151,1,"N","Player","0"
"falkecy01",1937,"BBWAA",201,151,1,"N","Player","0"
"gleaski01",1937,"BBWAA",201,151,1,"N","Player","0"
"grimebu01",1937,"BBWAA",201,151,1,"N","Player","0"
"grohhe01",1937,"BBWAA",201,151,1,"N","Player","0"
"hinchbi01",1937,"BBWAA",201,151,1,"N","Player","0"
"judgejo01",1937,"BBWAA",201,151,1,"N","Player","0"
"kerrdi01",1937,"BBWAA",201,151,1,"N","Player","0"
"leachto01",1937,"BBWAA",201,151,1,"N","Player","0"
"leevesa01",1937,"BBWAA",201,151,1,"N","Player","0"
"longhe01",1937,"BBWAA",201,151,1,"N","Player","0"
"luquedo01",1937,"BBWAA",201,151,1,"N","Player","0"
"mcinnst01",1937,"BBWAA",201,151,1,"N","Player","0"
"mcleala01",1937,"BBWAA",201,151,1,"N","Player","0"
"meusebo01",1937,"BBWAA",201,151,1,"N","Player","0"
"milleha01",1937,"BBWAA",201,151,1,"N","Player","0"
"moranpa01",1937,"BBWAA",201,151,1,"N","Player","0"
"murphda02",1937,"BBWAA",201,151,1,"N","Player","0"
"murrare01",1937,"BBWAA",201,151,1,"N","Player","0"
"paskedo01",1937,"BBWAA",201,151,1,"N","Player","0"
"raymobu01",1937,"BBWAA",201,151,1,"N","Player","0"
"rixeyep01",1937,"BBWAA",201,151,1,"N","Player","0"
"rudoldi01",1937,"BBWAA",201,151,1,"N","Player","0"
"rusieam01",1937,"BBWAA",201,151,1,"N","Player","0"
"schulfr01",1937,"BBWAA",201,151,1,"N","Player","0"
"seweljo01",1937,"BBWAA",201,151,1,"N","Player","0"
"steinha01",1937,"BBWAA",201,151,1,"N","Player","0"
"streega01",1937,"BBWAA",201,151,1,"N","Player","0"
"sullibi03",1937,"BBWAA",201,151,1,"N","Player","0"
"veachbo01",1937,"BBWAA",201,151,1,"N","Player","0"
"wallabo01",1937,"BBWAA",201,151,1,"N","Player","0"
"wilsoha01",1937,"BBWAA",201,151,1,"N","Player","0"
"bulkemo99",1937,"Centennial",0,0,0,"Y","Pioneer/Executive","0"
"johnsba99",1937,"Centennial",0,0,0,"Y","Pioneer/Executive","0"
"mackco01",1937,"Centennial",0,0,0,"Y","Manager","0"
"mcgrajo01",1937,"Veterans",0,0,0,"Y","Manager","0"
"wrighge01",1937,"Centennial",0,0,0,"Y","Pioneer/Executive","0"
"alexape01",1938,"BBWAA",262,197,212,"Y","Player","0"
"sislege01",1938,"BBWAA",262,197,179,"N","Player","0"
"keelewi01",1938,"BBWAA",262,197,177,"N","Player","0"
"collied01",1938,"BBWAA",262,197,175,"N","Player","0"
"wadderu01",1938,"BBWAA",262,197,148,"N","Player","0"
"chancfr01",1938,"BBWAA",262,197,133,"N","Player","0"
"delahed01",1938,"BBWAA",262,197,132,"N","Player","0"
"walshed01",1938,"BBWAA",262,197,110,"N","Player","0"
"eversjo01",1938,"BBWAA",262,197,91,"N","Player","0"
"colliji01",1938,"BBWAA",262,197,79,"N","Player","0"
"maranra01",1938,"BBWAA",262,197,73,"N","Player","0"
"bresnro01",1938,"BBWAA",262,197,67,"N","Player","0"
"clarkfr01",1938,"BBWAA",262,197,63,"N","Player","0"
"brownmo01",1938,"BBWAA",262,197,54,"N","Player","0"
"huggimi01",1938,"BBWAA",262,197,48,"N","Manager","0"
"hornsro01",1938,"BBWAA",262,197,46,"N","Player","0"
"schalra01",1938,"BBWAA",262,197,45,"N","Player","0"
"youngro01",1938,"BBWAA",262,197,40,"N","Player","0"
"planked01",1938,"BBWAA",262,197,38,"N","Player","0"
"pennohe01",1938,"BBWAA",262,197,37,"N","Player","0"
"mcginjo01",1938,"BBWAA",262,197,36,"N","Player","0"
"bendech01",1938,"BBWAA",262,197,33,"N","Player","0"
"bakerfr01",1938,"BBWAA",262,197,32,"N","Player","0"
"klingjo01",1938,"BBWAA",262,197,26,"N","Player","0"
"duffyhu01",1938,"BBWAA",262,197,24,"N","Player","0"
"jennihu01",1938,"BBWAA",262,197,23,"N","Player","0"
"jossad01",1938,"BBWAA",262,197,18,"N","Player","0"
"robinwi01",1938,"BBWAA",262,197,17,"N","Manager","0"
"tinkejo01",1938,"BBWAA",262,197,16,"N","Player","0"
"heilmha01",1938,"BBWAA",262,197,14,"N","Player","0"
"ruckena01",1938,"BBWAA",262,197,12,"N","Player","0"
"adamsba01",1938,"BBWAA",262,197,11,"N","Player","0"
"crawfsa01",1938,"BBWAA",262,197,11,"N","Player","0"
"crigelo01",1938,"BBWAA",262,197,11,"N","Player","0"
"griffcl01",1938,"BBWAA",262,197,10,"N","Pioneer/Executive","0"
"marquru01",1938,"BBWAA",262,197,10,"N","Player","0"
"vanceda01",1938,"BBWAA",262,197,10,"N","Player","0"
"roushed01",1938,"BBWAA",262,197,9,"N","Player","0"
"gowdyha01",1938,"BBWAA",262,197,8,"N","Player","0"
"rusieam01",1938,"BBWAA",262,197,8,"N","Player","0"
"tennefr02",1938,"BBWAA",262,197,8,"N","Player","0"
"altroni01",1938,"BBWAA",262,197,7,"N","Player","0"
"archeji01",1938,"BBWAA",262,197,7,"N","Player","0"
"combsea01",1938,"BBWAA",262,197,7,"N","Player","0"
"terrybi01",1938,"BBWAA",262,197,7,"N","Player","0"
"wallabo01",1938,"BBWAA",262,197,7,"N","Player","0"
"wheatza01",1938,"BBWAA",262,197,7,"N","Player","0"
"careyma01",1938,"BBWAA",262,197,6,"N","Player","0"
"woodjo02",1938,"BBWAA",262,197,6,"N","Player","0"
"donlimi01",1938,"BBWAA",262,197,5,"N","Player","0"
"lewisdu01",1938,"BBWAA",262,197,5,"N","Player","0"
"nehfar01",1938,"BBWAA",262,197,5,"N","Player","0"
"carribi02",1938,"BBWAA",262,197,4,"N","Player","0"
"dinnebi01",1938,"BBWAA",262,197,4,"N","Player","0"
"doylela01",1938,"BBWAA",262,197,4,"N","Player","0"
"hoopeha01",1938,"BBWAA",262,197,4,"N","Player","0"
"mcinnst01",1938,"BBWAA",262,197,4,"N","Player","0"
"barryja01",1938,"BBWAA",262,197,3,"N","Player","0"
"burnsge01",1938,"BBWAA",262,197,3,"N","Player","0"
"fletcar01",1938,"BBWAA",262,197,3,"N","Player","0"
"grohhe01",1938,"BBWAA",262,197,3,"N","Player","0"
"kerrdi01",1938,"BBWAA",262,197,3,"N","Player","0"
"nichoki01",1938,"BBWAA",262,197,3,"N","Player","0"
"traynpi01",1938,"BBWAA",262,197,3,"N","Player","0"
"bancrda01",1938,"BBWAA",262,197,2,"N","Player","0"
"bradlbi01",1938,"BBWAA",262,197,2,"N","Player","0"
"burkeje01",1938,"BBWAA",262,197,2,"N","Player","0"
"chesbja01",1938,"BBWAA",262,197,2,"N","Player","0"
"coombja01",1938,"BBWAA",262,197,2,"N","Player","0"
"cravaga01",1938,"BBWAA",262,197,2,"N","Player","0"
"elberki01",1938,"BBWAA",262,197,2,"N","Player","0"
"fosteed02",1938,"BBWAA",262,197,2,"N","Player","0"
"judgejo01",1938,"BBWAA",262,197,2,"N","Player","0"
"mageesh01",1938,"BBWAA",262,197,2,"N","Player","0"
"peckiro01",1938,"BBWAA",262,197,2,"N","Player","0"
"rixeyep01",1938,"BBWAA",262,197,2,"N","Player","0"
"schreos01",1938,"BBWAA",262,197,2,"N","Player","0"
"scottev01",1938,"BBWAA",262,197,2,"N","Player","0"
"stengca01",1938,"BBWAA",262,197,2,"N","Manager","0"
"beaumgi01",1938,"BBWAA",262,197,1,"N","Player","0"
"bergema01",1938,"BBWAA",262,197,1,"N","Player","0"
"chapmra01",1938,"BBWAA",262,197,1,"N","Player","0"
"coaklan01",1938,"BBWAA",262,197,1,"N","Player","0"
"coopewi01",1938,"BBWAA",262,197,1,"N","Player","0"
"covelst01",1938,"BBWAA",262,197,1,"N","Player","0"
"cranddo01",1938,"BBWAA",262,197,1,"N","Player","0"
"cruiswa01",1938,"BBWAA",262,197,1,"N","Player","0"
"dahlebi01",1938,"BBWAA",262,197,1,"N","Player","0"
"daubeja01",1938,"BBWAA",262,197,1,"N","Player","0"
"donovbi01",1938,"BBWAA",262,197,1,"N","Player","0"
"dooinre01",1938,"BBWAA",262,197,1,"N","Player","0"
"duganjo01",1938,"BBWAA",262,197,1,"N","Player","0"
"ehmkeho01",1938,"BBWAA",262,197,1,"N","Player","0"
"faberre01",1938,"BBWAA",262,197,1,"N","Player","0"
"flickel01",1938,"BBWAA",262,197,1,"N","Player","0"
"gleaski01",1938,"BBWAA",262,197,1,"N","Player","0"
"granted01",1938,"BBWAA",262,197,1,"N","Player","0"
"grimebu01",1938,"BBWAA",262,197,1,"N","Player","0"
"harribu01",1938,"BBWAA",262,197,1,"N","Manager","0"
"herzobu01",1938,"BBWAA",262,197,1,"N","Player","0"
"irwinch01",1938,"BBWAA",262,197,1,"N","Player","0"
"jonesfi01",1938,"BBWAA",262,197,1,"N","Player","0"
"lathaar01",1938,"BBWAA",262,197,1,"N","Player","0"
"loberha01",1938,"BBWAA",262,197,1,"N","Player","0"
"longhe01",1938,"BBWAA",262,197,1,"N","Player","0"
"luquedo01",1938,"BBWAA",262,197,1,"N","Player","0"
"marbefi01",1938,"BBWAA",262,197,1,"N","Player","0"
"meusebo01",1938,"BBWAA",262,197,1,"N","Player","0"
"milancl01",1938,"BBWAA",262,197,1,"N","Player","0"
"moranpa01",1938,"BBWAA",262,197,1,"N","Player","0"
"murrare01",1938,"BBWAA",262,197,1,"N","Player","0"
"perduhu01",1938,"BBWAA",262,197,1,"N","Player","0"
"ricesa01",1938,"BBWAA",262,197,1,"N","Player","0"
"sheckji01",1938,"BBWAA",262,197,1,"N","Player","0"
"shockur01",1938,"BBWAA",262,197,1,"N","Player","0"
"stahlja01",1938,"BBWAA",262,197,1,"N","Player","0"
"streega01",1938,"BBWAA",262,197,1,"N","Player","0"
"thomair01",1938,"BBWAA",262,197,1,"N","Player","0"
"willicy01",1938,"BBWAA",262,197,1,"N","Player","0"
"zimmech01",1938,"BBWAA",262,197,1,"N","Player","0"
"cartwal99",1938,"Centennial",0,0,0,"Y","Pioneer/Executive","0"
"chadwhe99",1938,"Centennial",0,0,0,"Y","Pioneer/Executive","0"
"sislege01",1939,"BBWAA",274,206,235,"Y","Player","0"
"collied01",1939,"BBWAA",274,206,213,"Y","Player","0"
"keelewi01",1939,"BBWAA",274,206,207,"Y","Player","0"
"wadderu01",1939,"BBWAA",274,206,179,"N","Player","0"
"hornsro01",1939,"BBWAA",274,206,176,"N","Player","0"
"chancfr01",1939,"BBWAA",274,206,158,"N","Player","0"
"delahed01",1939,"BBWAA",274,206,145,"N","Player","0"
"walshed01",1939,"BBWAA",274,206,132,"N","Player","0"
"eversjo01",1939,"BBWAA",274,206,107,"N","Player","0"
"huggimi01",1939,"BBWAA",274,206,97,"N","Manager","0"
"maranra01",1939,"BBWAA",274,206,82,"N","Player","0"
"colliji01",1939,"BBWAA",274,206,72,"N","Player","0"
"bresnro01",1939,"BBWAA",274,206,67,"N","Player","0"
"clarkfr01",1939,"BBWAA",274,206,59,"N","Player","0"
"brownmo01",1939,"BBWAA",274,206,54,"N","Player","0"
"robinwi01",1939,"BBWAA",274,206,46,"N","Manager","0"
"bendech01",1939,"BBWAA",274,206,40,"N","Player","0"
"pennohe01",1939,"BBWAA",274,206,40,"N","Player","0"
"schalra01",1939,"BBWAA",274,206,35,"N","Player","0"
"duffyhu01",1939,"BBWAA",274,206,34,"N","Player","0"
"youngro01",1939,"BBWAA",274,206,34,"N","Player","0"
"jennihu01",1939,"BBWAA",274,206,33,"N","Player","0"
"mcginjo01",1939,"BBWAA",274,206,32,"N","Player","0"
"bakerfr01",1939,"BBWAA",274,206,30,"N","Player","0"
"cochrmi01",1939,"BBWAA",274,206,28,"N","Player","0"
"jossad01",1939,"BBWAA",274,206,28,"N","Player","0"
"planked01",1939,"BBWAA",274,206,28,"N","Player","0"
"friscfr01",1939,"BBWAA",274,206,26,"N","Player","0"
"griffcl01",1939,"BBWAA",274,206,20,"N","Pioneer/Executive","0"
"terrybi01",1939,"BBWAA",274,206,16,"N","Player","0"
"vanceda01",1939,"BBWAA",274,206,15,"N","Player","0"
"klingjo01",1939,"BBWAA",274,206,14,"N","Player","0"
"ruckena01",1939,"BBWAA",274,206,13,"N","Player","0"
"tinkejo01",1939,"BBWAA",274,206,12,"N","Player","0"
"adamsba01",1939,"BBWAA",274,206,11,"N","Player","0"
"traynpi01",1939,"BBWAA",274,206,10,"N","Player","0"
"heilmha01",1939,"BBWAA",274,206,8,"N","Player","0"
"roushed01",1939,"BBWAA",274,206,8,"N","Player","0"
"careyma01",1939,"BBWAA",274,206,7,"N","Player","0"
"dinnebi01",1939,"BBWAA",274,206,7,"N","Player","0"
"nichoki01",1939,"BBWAA",274,206,7,"N","Player","0"
"altroni01",1939,"BBWAA",274,206,6,"N","Player","0"
"chesbja01",1939,"BBWAA",274,206,6,"N","Player","0"
"crawfsa01",1939,"BBWAA",274,206,6,"N","Player","0"
"lewisdu01",1939,"BBWAA",274,206,6,"N","Player","0"
"rusieam01",1939,"BBWAA",274,206,6,"N","Player","0"
"stengca01",1939,"BBWAA",274,206,6,"N","Manager","0"
"donlimi01",1939,"BBWAA",274,206,5,"N","Player","0"
"hoopeha01",1939,"BBWAA",274,206,5,"N","Player","0"
"kerrdi01",1939,"BBWAA",274,206,5,"N","Player","0"
"wallabo01",1939,"BBWAA",274,206,5,"N","Player","0"
"gowdyha01",1939,"BBWAA",274,206,4,"N","Player","0"
"marquru01",1939,"BBWAA",274,206,4,"N","Player","0"
"mcinnst01",1939,"BBWAA",274,206,4,"N","Player","0"
"wheatza01",1939,"BBWAA",274,206,4,"N","Player","0"
"archeji01",1939,"BBWAA",274,206,3,"N","Player","0"
"combsea01",1939,"BBWAA",274,206,3,"N","Player","0"
"faberre01",1939,"BBWAA",274,206,3,"N","Player","0"
"mccarjo99",1939,"BBWAA",274,206,3,"N","Manager","0"
"tennefr02",1939,"BBWAA",274,206,3,"N","Player","0"
"bushdo01",1939,"BBWAA",274,206,2,"N","Player","0"
"carribi02",1939,"BBWAA",274,206,2,"N","Player","0"
"cravaga01",1939,"BBWAA",274,206,2,"N","Player","0"
"crigelo01",1939,"BBWAA",274,206,2,"N","Player","0"
"donovbi01",1939,"BBWAA",274,206,2,"N","Player","0"
"ewingbu01",1939,"BBWAA",274,206,2,"N","Player","0"
"granted01",1939,"BBWAA",274,206,2,"N","Player","0"
"loberha01",1939,"BBWAA",274,206,2,"N","Player","0"
"schreos01",1939,"BBWAA",274,206,2,"N","Player","0"
"woodjo02",1939,"BBWAA",274,206,2,"N","Player","0"
"bancrda01",1939,"BBWAA",274,206,1,"N","Player","0"
"barryja01",1939,"BBWAA",274,206,1,"N","Player","0"
"bergema01",1939,"BBWAA",274,206,1,"N","Player","0"
"bradlbi01",1939,"BBWAA",274,206,1,"N","Player","0"
"burnsge01",1939,"BBWAA",274,206,1,"N","Player","0"
"coopewi01",1939,"BBWAA",274,206,1,"N","Player","0"
"crossla01",1939,"BBWAA",274,206,1,"N","Player","0"
"daubeja01",1939,"BBWAA",274,206,1,"N","Player","0"
"doylela01",1939,"BBWAA",274,206,1,"N","Player","0"
"fletcar01",1939,"BBWAA",274,206,1,"N","Player","0"
"frasech01",1939,"BBWAA",274,206,1,"N","Player","0"
"gleaski01",1939,"BBWAA",274,206,1,"N","Player","0"
"grimebu01",1939,"BBWAA",274,206,1,"N","Player","0"
"grimmch01",1939,"BBWAA",274,206,1,"N","Player","0"
"hahnno01",1939,"BBWAA",274,206,1,"N","Player","0"
"haineje01",1939,"BBWAA",274,206,1,"N","Player","0"
